24:5,4,1,3,3,5,8,4,2,3,9,2,5,1,1,4,7,1,7,6,5,5,7,6,9,5,2,8,6,4
25:5,9,6,5,3,7,2,2,2,7,7,2,2,2,5,1,5,6,5,5,9,2,6,3,7,3,1,5,3,9
26:1,2,8,8,9,2,8,1,7,1,4,9,5,1,8,9,7,8,6,6,2,2,2,6,9,4,5,5,6,2
27:8,7,6,3,7,1,2,7,9,4,1,7,3,6,1,1,1,4,7,5,7,9,1,8,5,3,9,2,3,1
28:8,5,4,4,9,4,2,1,8,5,4,9,7,7,3,8,6,1,9,3,4,4,6,9,8,2,4,5,9,9
29:9,1,2,1,5,2,7,5,7,2,7,5,3,5,7,1,9,5,6,4,6,3,9,7,8,3,9,3,6,7
30:1,6,2,2,5,5,5,4,1,5,9,7,9,5,8,6,3,1,5,8,3,4,8,2,3,7,1,7,7,7
31:2,7,6,3,7,1,2,7,9,4,1,7,3,6,1,1,1,4,7,5,7,9,1,8,5,3,9,2,3,2
32:3,6,9,9,9,2,7,1,6,8,2,2,3,9,2,2,1,7,7,5,9,3,8,3,9,9,1,8,3,8
33:8,8,8,3,9,6,1,9,2,5,1,5,5,8,1,8,6,3,7,5,4,9,2,9,9,2,8,4,2,3
34:2,4,7,1,8,5,4,7,8,1,6,5,9,2,5,7,9,9,3,9,7,1,4,1,1,7,2,8,7,1
35:3,1,6,7,7,6,9,9,1,8,9,2,7,9,1,1,2,6,3,4,9,5,6,5,7,4,3,9,3,4
36:3,2,1,8,1,6,8,2,8,3,6,5,4,8,4,9,2,3,4,1,1,3,5,4,5,3,1,2,5,6
37:5,6,2,9,9,3,3,2,8,8,4,4,1,6,5,7,3,9,5,1,7,8,9,1,1,9,7,9,1,7
38:1,4,1,3,9,3,9,9,7,6,2,4,2,3,7,4,8,2,6,9,9,4,9,4,8,8,7,8,7,1
39:3,8,6,3,5,5,2,3,3,8,3,4,5,3,9,2,2,1,1,2,4,9,4,3,4,4,1,2,9,9
40:2,5,5,6,8,5,9,1,6,3,2,7,2,1,6,4,8,9,1,1,1,8,6,7,6,2,6,4,2,5
41:4,3,5,3,5,1,8,8,8,4,7,7,7,7,2,7,6,7,7,2,3,4,2,9,5,5,1,9,6,6
42:6,9,3,9,4,8,2,4,2,9,8,8,7,7,8,2,1,4,5,2,8,8,6,3,7,6,1,9,3,7
43:5,7,9,7,2,3,1,5,8,1,3,8,7,4,7,5,7,2,3,1,4,1,3,9,1,4,8,3,8,9
44:7,3,7,3,1,3,2,2,4,6,7,1,7,8,4,3,7,7,6,3,1,1,1,9,2,9,4,9,7,7
45:1,3,7,9,5,3,3,9,4,2,4,6,9,6,1,2,8,6,9,5,3,1,9,5,6,2,8,2,4,2
46:2,7,6,3,7,1,2,7,9,4,1,7,3,6,1,1,1,4,7,5,7,9,1,8,5,3,9,2,3,1
47:5,3,9,2,9,7,5,9,4,8,1,5,8,5,7,4,2,4,1,5,6,5,7,4,9,6,4,5,6,2
48:7,7,5,5,6,5,5,7,5,6,1,8,3,5,2,5,1,4,7,5,6,3,4,4,5,4,9,8,2,4
49:3,1,6,7,7,6,9,9,1,8,9,2,7,9,1,1,2,6,3,7,9,5,6,5,7,4,3,9,3,8
50:3,5,8,2,9,7,7,9,7,7,8,6,4,4,6,1,3,3,9,3,5,3,2,6,6,5,7,5,2,8
51:9,5,9,7,4,2,6,6,3,7,3,5,3,4,4,6,8,6,4,7,7,2,5,7,9,5,7,5,5,9
52:2,7,3,8,2,5,2,3,4,8,6,5,4,1,9,2,2,5,1,7,6,3,2,4,5,7,2,7,8,2
53:4,1,7,6,7,7,2,9,7,4,7,9,8,3,6,9,3,4,7,9,8,8,5,6,3,8,5,9,2,7
54:3,9,4,9,3,2,8,7,8,4,4,3,5,4,8,9,3,2,1,5,9,2,1,7,4,6,6,5,5,2
55:7,2,8,3,3,9,4,1,3,2,6,1,7,8,3,1,2,9,2,6,2,6,7,2,4,8,9,4,6,5
56:6,5,4,2,5,4,6,4,6,9,1,2,5,5,7,8,6,1,5,6,6,1,6,9,1,1,9,6,2,2
57:9,7,2,1,2,7,9,3,9,6,4,7,5,2,9,4,4,1,9,3,8,3,8,3,5,2,3,6,7,6
58:6,2,6,4,4,6,6,4,7,3,4,8,7,1,4,6,7,4,4,7,1,4,3,1,7,6,3,3,6,9
59:6,9,4,9,1,2,1,7,2,4,9,8,2,1,5,1,8,2,5,6,5,5,3,8,1,9,4,8,6,6
60:1,9,8,8,3,7,1,2,4,6,5,5,7,4,2,4,8,7,3,1,2,5,3,7,3,1,1,6,8,3
61:8,9,9,8,7,3,7,4,8,8,8,2,2,5,8,9,3,3,7,6,5,4,8,5,6,1,8,1,5,5
62:8,6,9,3,8,9,6,4,4,3,4,2,5,3,5,1,7,1,2,2,4,9,3,1,2,8,4,1,5,5
63:6,1,6,3,6,6,5,1,6,7,5,8,4,6,8,2,4,4,9,7,4,6,4,3,4,5,5,1,4,6
64:5,7,8,8,2,4,8,8,9,1,3,7,6,3,7,6,7,2,7,8,8,9,3,1,2,4,7,2,8,1
65:2,9,5,4,7,5,7,1,5,7,2,8,8,4,6,7,3,8,4,6,6,2,3,2,4,1,6,4,8,3
66:1,6,3,4,7,5,3,4,5,9,5,2,9,4,5,2,3,7,3,4,1,5,3,5,4,1,6,4,6,9
67:6,2,3,3,3,2,1,1,6,1,5,2,2,9,4,5,1,9,2,6,9,7,5,5,8,7,4,6,7,8
68:9,4,1,4,5,7,8,7,7,5,9,4,4,9,8,6,4,9,9,2,8,7,2,1,4,6,7,5,6,6
69:6,7,6,9,6,4,6,7,8,6,8,9,6,4,9,5,7,4,7,1,3,5,8,2,2,7,9,3,2,9
70:5,2,5,9,1,9,3,2,2,8,3,5,9,5,4,5,3,9,7,7,1,7,3,4,8,3,3,1,9,3
71:9,1,9,5,1,8,2,4,4,4,6,6,6,8,6,9,9,2,3,5,7,2,5,1,5,3,4,5,6,5
72:9,5,8,8,5,2,2,8,1,3,5,6,1,8,4,6,9,2,8,4,3,8,2,9,1,8,7,5,6,1
73:8,8,7,4,5,6,8,1,3,6,2,4,8,2,1,3,1,7,2,9,6,8,9,9,8,1,8,1,7,5
74:7,3,6,3,2,4,7,6,8,3,8,4,2,5,2,3,2,6,2,2,2,6,3,6,3,4,4,7,4,1
75:1,2,6,6,4,3,7,9,5,2,7,4,9,6,2,1,7,9,4,7,8,5,4,9,7,1,7,3,8,4
76:7,9,7,4,2,6,5,3,4,4,9,5,4,3,7,1,8,3,8,7,6,7,7,2,4,8,1,9,3,7
77:5,1,2,5,6,1,2,8,9,8,5,9,5,2,5,7,5,3,3,7,8,6,3,9,6,7,9,1,3,4
78:7,1,3,1,2,4,1,6,1,1,7,7,2,6,2,9,4,4,6,7,5,9,1,6,7,7,3,8,7,6
79:9,6,7,5,2,7,5,1,3,2,1,5,6,9,3,8,6,1,8,1,7,3,6,1,3,6,8,8,8,4
80:1,3,6,8,4,5,2,9,1,1,6,9,4,9,5,4,2,9,1,3,4,8,7,8,7,3,7,7,5,5
81:7,2,8,3,3,9,4,1,6,2,6,1,7,8,3,1,2,9,2,6,2,6,7,2,4,8,9,4,6,8
82:2,3,8,3,8,8,3,4,9,2,3,1,2,8,9,5,8,4,7,3,6,6,8,6,7,1,8,9,9,5
83:6,1,2,5,3,8,5,8,2,7,2,9,1,8,9,9,6,8,9,1,6,4,8,7,4,4,1,4,1,4
84:8,4,2,1,1,2,9,7,7,7,7,4,9,7,5,7,5,2,4,1,1,3,5,4,1,1,9,1,3,9
85:1,7,2,7,4,3,5,3,5,7,7,3,3,1,3,4,8,1,1,6,6,1,5,3,6,4,3,1,5,8
86:5,3,8,5,6,8,3,4,4,6,8,9,4,6,8,8,2,8,5,3,4,9,1,3,2,1,5,5,3,3
87:2,2,4,2,4,1,8,1,3,3,2,5,9,4,3,2,6,7,9,6,3,9,3,3,3,6,6,5,9,2
88:4,1,7,2,7,7,2,9,7,4,7,9,8,3,6,9,3,4,7,9,8,8,5,6,3,8,5,9,2,6
89:3,2,1,5,8,2,5,1,9,2,9,8,2,6,4,6,1,4,9,4,8,4,7,2,4,7,8,5,9,5
90:7,4,4,9,8,6,5,7,9,2,1,7,9,9,7,5,3,2,7,5,1,2,4,5,4,8,6,6,5,7
91:8,3,6,1,4,2,1,9,6,4,3,1,7,1,2,1,3,5,7,1,1,6,1,1,3,9,8,7,3,5
92:5,3,9,2,9,7,5,9,4,8,1,5,8,5,7,4,5,4,1,5,6,5,7,4,9,6,4,5,6,2
93:8,9,4,1,1,7,1,6,3,1,7,5,5,7,7,1,8,7,6,9,2,9,1,9,5,2,9,9,4,1
94:9,4,2,6,3,2,5,5,7,2,3,8,6,6,7,7,5,8,1,5,6,8,9,1,1,9,4,8,7,6
95:5,8,8,4,4,2,3,9,1,7,2,4,4,3,4,9,9,4,9,1,5,2,2,1,2,1,9,8,9,6
96:4,3,1,3,5,1,8,8,8,4,7,7,7,7,2,7,6,7,7,2,3,4,2,9,5,5,1,9,6,2
97:6,9,9,5,3,9,5,9,7,4,6,1,4,3,4,6,9,4,7,1,8,6,2,2,8,9,9,6,3,6
98:9,4,3,2,7,5,8,1,6,3,6,2,4,5,7,3,5,6,5,9,9,6,2,6,2,7,5,8,6,4
99:6,6,7,9,6,6,7,5,8,4,9,3,9,3,6,4,3,8,8,7,4,2,9,3,8,9,6,1,3,1
100:5,5,8,5,7,1,1,5,5,1,1,6,2,5,2,6,4,2,8,8,1,1,1,1,6,6,2,5,2,7
101:7,5,6,4,1,1,6,8,5,4,1,6,5,8,2,9,2,2,1,8,4,5,5,1,2,1,8,5,2,4
102:1,2,7,1,8,2,5,5,8,4,8,3,6,5,6,4,9,5,8,7,6,4,4,2,8,4,3,8,8,4
103:5,2,5,9,1,9,3,2,2,8,3,5,9,5,4,5,3,9,7,7,1,7,3,4,8,3,3,1,9,3
104:1,2,5,4,2,5,2,6,7,2,6,7,5,8,4,5,8,2,8,4,9,8,5,7,5,8,2,6,8,4
105:7,9,9,5,4,1,6,5,4,1,5,5,1,8,1,9,1,4,9,1,8,4,8,1,3,1,9,5,6,6
106:9,1,9,5,1,8,2,4,4,4,6,6,6,8,6,9,9,2,3,5,7,2,5,1,5,3,4,5,6,6
107:6,5,5,1,5,2,3,6,7,9,4,8,2,4,4,1,7,3,8,2,8,2,9,1,8,3,2,6,1,1
108:7,2,7,9,2,6,2,3,7,1,4,6,7,7,8,1,6,5,4,5,8,3,4,3,7,5,6,2,7,5
109:3,7,9,8,8,7,6,8,7,3,6,7,1,7,7,3,5,8,9,7,8,3,9,1,6,3,4,2,5,1
110:1,7,8,1,9,3,6,3,9,3,9,6,9,9,3,1,3,4,2,9,1,2,1,2,2,2,8,8,3,2
111:8,4,2,1,1,2,9,7,7,7,7,4,9,7,5,7,5,2,4,1,1,3,5,4,1,1,9,1,3,2
112:2,7,6,6,9,7,2,3,4,4,6,3,3,6,6,5,7,5,5,1,8,9,7,8,7,7,7,1,3,5
113:7,9,9,5,4,1,6,5,4,1,5,5,1,8,1,1,1,4,9,1,8,4,8,1,3,1,9,5,6,1
114:9,4,2,6,3,2,3,5,7,2,3,8,6,6,7,7,5,8,1,5,6,8,9,1,1,9,4,8,7,6
115:8,7,8,2,7,2,5,7,1,6,6,4,6,3,7,5,2,1,6,7,2,8,2,1,7,8,4,7,3,3
116:1,8,1,5,8,2,5,1,5,5,9,8,7,2,9,7,8,9,5,6,5,8,9,5,2,6,6,9,7,7
117:4,5,1,1,3,1,4,8,7,6,1,2,7,2,6,1,4,7,9,7,1,5,7,8,7,6,5,2,9,7
118:3,6,9,5,3,9,2,1,7,3,8,5,9,9,4,4,3,2,4,6,5,5,6,2,4,1,5,8,7,5
119:2,9,5,8,6,2,2,4,1,6,5,5,7,7,8,4,1,6,8,9,6,9,8,4,8,9,9,3,2,2
120:8,1,6,4,1,7,8,9,5,6,5,2,6,2,2,8,1,6,9,4,6,5,5,9,1,4,3,7,6,3
121:3,4,6,1,2,3,1,8,3,4,6,3,2,3,5,5,3,9,1,7,1,2,1,1,6,7,3,1,7,8
122:9,1,5,8,3,9,5,7,9,5,1,6,7,4,6,2,4,3,2,3,1,9,8,3,8,4,9,7,8,7
123:4,2,9,9,6,8,7,5,5,5,3,5,2,5,4,4,8,2,3,1,5,7,7,8,4,3,1,5,2,1
124:1,9,8,5,3,7,1,2,4,6,5,5,7,4,2,4,8,7,3,1,2,5,3,7,3,1,1,6,8,3
125:8,8,5,4,6,2,5,8,9,4,8,4,4,1,5,7,2,8,6,1,9,8,2,2,7,8,6,9,4,9
126:9,8,5,4,3,2,8,7,3,1,1,3,7,3,7,6,4,5,9,2,1,8,4,9,3,4,5,6,9,8
127:4,8,2,8,6,3,7,3,6,7,8,5,2,2,8,8,1,6,5,1,3,9,5,3,9,6,4,7,1,9
128:2,2,8,4,4,2,1,9,8,2,7,4,5,7,6,6,4,3,3,5,7,6,4,2,8,6,2,2,4,9
129:6,5,5,2,8,4,4,7,8,4,4,7,7,1,3,6,6,2,6,5,8,2,3,2,5,4,7,4,5,5
130:8,3,7,8,2,2,6,2,6,4,8,7,9,7,8,4,6,9,8,7,6,9,3,5,3,4,5,6,2,8
131:4,2,9,9,6,8,7,5,5,5,5,5,2,5,4,4,8,2,3,1,5,7,7,8,4,3,1,5,2,1
132:1,6,2,8,2,1,1,6,1,8,2,4,2,4,1,9,5,3,2,3,5,5,1,5,2,3,8,7,1,6
133:1,1,1,9,2,9,7,8,9,4,2,1,5,1,2,8,9,4,8,3,5,9,3,7,1,7,7,2,1,1
134:1,7,4,5,5,9,3,8,6,4,7,6,4,8,8,7,8,4,1,2,2,3,5,4,5,9,8,4,9,3
135:7,9,6,8,7,8,8,4,7,9,7,3,9,6,2,8,1,1,5,1,7,5,9,9,7,5,3,9,5,7
136:3,7,4,4,5,4,4,5,1,2,8,3,8,2,4,7,3,2,6,8,8,3,4,2,1,6,2,2,3,3
137:4,1,7,6,7,7,2,9,7,4,7,9,8,3,6,9,3,4,7,9,8,8,5,6,3,8,5,9,2,6
138:6,2,3,3,3,2,1,1,6,1,5,2,5,9,4,5,1,9,2,6,9,7,5,5,8,7,4,6,7,9
139:8,3,8,4,7,7,6,4,9,8,1,4,6,6,5,2,3,5,2,3,5,1,8,3,9,5,3,8,4,6
140:3,2,1,8,1,8,8,2,8,3,6,5,4,8,4,9,2,3,4,1,1,3,5,4,5,3,1,2,5,5
141:3,5,8,2,9,9,7,9,7,7,8,6,4,4,6,1,3,3,9,3,5,3,2,6,6,5,7,5,2,8
142:9,2,8,6,6,5,1,6,6,6,9,4,7,3,5,9,8,7,1,7,9,3,8,8,2,7,5,9,3,7
143:5,7,8,8,2,4,8,8,9,1,3,7,6,3,7,6,7,2,7,8,8,3,3,1,2,4,7,2,8,9
144:5,3,8,5,6,8,3,4,4,6,8,9,4,6,8,8,2,8,5,3,4,9,1,3,2,1,5,5,3,4
145:6,5,4,9,4,1,4,9,3,2,5,9,5,5,7,3,4,3,8,5,7,3,9,4,6,3,7,6,7,7
146:4,6,7,7,2,5,2,2,5,2,7,4,2,7,7,7,1,4,5,4,6,6,9,2,8,9,7,6,2,6
147:8,6,9,3,8,9,6,4,4,3,4,2,5,3,5,1,7,1,2,2,4,9,3,1,2,8,4,1,5,6
148:3,5,8,2,9,9,7,9,7,7,8,6,4,4,6,1,3,3,9,3,5,3,2,6,6,5,7,5,2,7
149:4,8,9,3,6,6,6,1,4,4,1,3,5,5,2,5,5,3,4,1,4,5,3,7,3,8,6,2,1,8
150:9,5,6,2,3,4,8,7,7,6,4,4,7,6,2,8,5,9,4,8,8,5,8,7,8,1,5,7,2,4
151:9,7,1,2,8,4,6,7,9,9,2,6,8,6,4,9,4,9,6,9,9,5,4,9,5,9,9,3,9,1
152:9,9,6,9,8,6,9,2,5,6,9,7,8,5,2,5,5,2,5,5,7,4,2,4,1,8,6,5,3,7
153:3,7,6,3,1,8,3,7,9,2,6,6,8,8,7,9,6,4,8,3,8,7,1,7,3,1,5,4,5,3
154:5,9,7,8,9,9,9,3,4,7,4,9,7,2,4,2,7,3,7,6,6,7,6,5,5,7,2,3,8,3
155:2,4,1,3,8,5,3,6,9,2,9,2,1,5,5,2,2,2,2,5,1,3,6,1,9,7,3,2,9,5
156:5,7,5,1,2,4,4,4,2,3,5,2,3,4,4,3,6,4,3,5,9,8,9,4,6,2,5,1,5,2
157:1,7,2,7,4,3,5,3,5,7,7,3,3,1,3,4,8,1,3,6,6,1,5,3,6,4,3,1,5,8
158:1,4,6,2,1,5,7,2,7,3,1,8,8,9,1,9,6,3,1,7,4,1,5,3,1,2,4,2,9,3
159:9,6,3,2,7,5,3,4,7,9,1,1,1,7,9,8,4,8,9,6,4,4,9,8,1,9,3,9,7,9
160:9,4,2,6,3,2,5,5,7,2,3,8,6,6,7,7,5,8,1,5,6,8,9,1,1,9,4,8,7,5
161:5,2,5,9,1,9,6,2,2,8,3,5,9,5,4,5,3,9,7,7,1,7,3,4,8,3,3,1,9,3
162:6,8,6,4,6,1,6,5,9,2,8,2,9,7,6,7,6,8,4,8,6,4,3,2,2,8,9,5,9,5
163:3,4,5,5,1,1,2,6,2,8,1,8,5,1,8,2,9,9,2,9,5,6,1,5,8,7,1,8,4,8
164:8,8,3,9,1,9,3,1,1,7,5,3,7,8,5,7,3,2,3,4,5,7,4,9,3,3,9,7,3,4
165:3,9,9,3,2,8,6,4,9,3,7,5,4,7,1,2,5,2,4,1,8,1,1,3,6,8,5,6,6,5
166:4,3,8,5,6,8,3,4,4,6,8,9,4,6,8,8,2,8,5,3,4,9,1,3,2,1,5,5,3,3
167:6,2,6,3,4,8,8,5,9,2,2,5,2,9,8,5,9,8,6,6,6,3,5,6,2,1,2,8,1,6
168:6,9,9,1,8,6,1,8,5,8,3,1,2,5,1,2,7,2,5,6,9,2,7,6,8,5,3,5,8,7
169:9,1,4,8,8,1,9,6,9,8,8,9,4,8,8,4,4,7,8,1,8,3,3,3,8,7,3,6,4,8
170:4,3,9,8,8,7,8,3,6,9,5,1,5,9,1,5,7,8,6,9,3,6,8,5,5,4,1,6,5,7
171:4,6,5,5,8,9,3,4,7,2,6,1,6,2,3,1,9,3,7,5,8,1,9,6,9,3,8,8,5,2
172:4,3,9,3,1,9,2,5,7,4,7,8,9,7,7,5,3,2,3,8,2,1,8,6,4,9,8,2,2,7
173:6,5,7,1,6,1,6,2,6,1,1,4,3,1,6,1,6,3,2,8,3,9,7,8,7,9,2,2,2,1
174:1,3,6,8,4,5,2,9,1,1,6,9,4,9,5,4,2,9,1,3,4,8,7,8,7,3,7,7,5,1
175:1,5,7,3,9,8,7,9,6,1,3,3,2,4,4,6,1,5,4,9,5,3,1,6,3,2,7,5,1,1
176:1,3,7,9,5,3,3,9,4,2,4,6,9,6,8,2,8,6,9,5,3,1,9,5,6,2,8,2,4,2
177:6,7,5,2,8,4,4,7,8,4,4,7,7,1,3,6,6,2,6,5,8,2,3,2,5,4,7,4,5,5
178:5,3,7,4,2,6,2,3,5,1,1,5,8,9,2,6,2,5,1,2,6,1,7,9,1,2,2,7,8,3
179:1,4,5,7,2,8,4,1,4,5,4,1,7,2,9,5,9,7,7,4,7,6,6,5,3,5,8,8,9,6
180:4,5,7,1,1,4,1,1,4,8,6,7,6,6,3,2,3,8,2,4,3,2,8,9,5,3,3,7,1,4
181:1,4,1,1,8,9,4,9,3,1,7,3,6,5,6,8,5,3,4,3,8,6,4,3,4,2,8,4,8,4
182:9,1,9,5,1,8,2,4,4,4,6,6,6,8,6,9,9,2,3,5,7,2,5,1,5,3,4,5,6,6
183:2,4,5,6,3,9,1,3,3,9,7,3,7,8,2,7,7,9,9,2,7,2,8,3,4,9,9,8,9,4
184:6,2,6,3,4,8,8,5,9,2,2,5,2,9,8,5,9,8,6,5,6,3,5,6,2,1,2,8,1,6
185:9,5,5,8,1,3,3,4,8,7,8,4,4,2,9,6,4,9,1,4,2,7,7,7,6,2,8,3,5,7
186:3,9,5,7,2,3,7,3,9,8,9,8,5,2,6,4,3,1,5,1,2,4,9,3,2,6,1,5,1,7
187:9,5,1,4,7,6,6,4,2,3,1,3,4,2,3,3,8,4,3,1,3,3,3,3,4,9,5,9,7,9
188:9,7,1,2,8,4,6,7,9,9,2,6,8,6,4,9,4,9,6,9,9,5,4,9,5,9,9,3,9,4
189:6,9,1,4,6,8,2,9,9,6,1,2,1,6,5,5,2,2,4,8,2,5,7,2,2,8,2,4,2,2
190:6,1,7,6,5,3,8,2,2,6,7,6,5,9,3,5,7,1,1,4,7,6,2,6,3,2,4,6,9,4
191:3,7,6,3,1,8,3,7,9,2,6,6,8,8,7,9,6,4,8,3,8,7,1,7,3,1,5,4,5,8
192:9,4,5,5,6,6,8,7,3,5,3,2,1,4,3,6,1,4,1,9,8,3,9,7,9,1,8,4,1,5
193:4,5,3,5,6,3,4,1,1,5,1,4,6,7,4,8,4,7,4,9,7,9,2,8,6,3,9,3,8,7
194:8,1,2,3,7,9,4,7,9,6,2,3,9,5,1,5,9,3,7,9,5,4,3,8,3,7,1,8,3,5
195:7,8,6,8,8,8,6,6,5,3,3,3,2,3,9,5,8,9,2,8,8,6,1,4,6,2,5,3,4,6
196:1,4,5,7,2,8,4,1,4,5,4,1,7,2,9,5,9,7,7,4,7,6,6,5,3,5,8,2,9,6
197:6,9,9,2,3,2,9,7,9,1,8,1,6,3,4,8,2,8,3,6,4,5,8,1,4,7,3,6,4,8
198:2,2,1,1,5,7,5,6,8,5,3,4,2,3,3,9,8,1,5,7,8,9,6,1,6,2,5,2,1,9
199:1,2,7,1,8,2,5,5,8,4,8,3,6,5,6,4,9,5,8,7,6,4,4,2,8,4,3,8,8,6
200:1,8,2,1,9,7,1,1,4,1,8,8,3,8,4,1,4,2,4,8,7,1,8,7,4,9,8,9,3,5
201:5,7,7,2,4,2,1,7,5,7,3,2,4,4,7,7,5,2,2,5,2,7,1,9,4,7,7,9,3,7
202:1,4,6,2,1,5,7,2,7,3,1,8,8,9,1,9,6,3,1,7,4,1,5,3,1,1,4,2,9,3
203:8,6,2,7,3,8,2,8,2,6,5,1,5,3,1,4,2,4,8,1,7,5,6,1,2,1,6,8,2,9
204:9,5,8,8,5,2,2,8,1,3,5,6,1,8,4,6,9,2,8,4,3,8,2,9,1,8,4,5,6,1
205:3,4,5,5,1,1,2,6,2,8,1,8,5,1,8,2,9,9,2,9,5,6,1,5,8,7,1,7,4,8
206:1,3,4,9,1,7,1,5,1,5,8,1,3,2,9,1,5,8,1,6,3,5,4,7,6,9,4,9,3,8
207:5,8,8,4,4,2,3,9,1,7,2,4,6,3,4,9,9,4,9,1,5,2,2,1,2,1,9,8,9,5
208:4,2,9,9,6,8,7,5,5,5,3,5,2,5,4,4,8,2,3,1,5,7,7,8,4,3,1,5,2,1
209:8,4,1,6,5,8,9,2,7,9,1,4,2,4,1,3,2,8,3,6,2,4,2,6,7,3,7,6,4,4
210:7,5,6,4,1,1,6,8,1,4,1,6,5,8,2,9,2,2,1,8,4,5,5,1,2,1,8,5,2,4
211:2,7,8,2,8,3,2,9,1,3,4,4,8,4,2,1,2,2,6,4,8,8,8,3,6,2,5,5,5,4
212:9,1,3,7,2,3,3,6,7,6,7,5,4,1,1,6,4,8,3,8,5,9,7,3,5,3,5,3,8,1
213:4,2,6,1,4,5,6,7,4,1,8,9,6,6,4,2,2,3,4,5,8,6,2,8,8,4,7,6,8,9
214:8,8,5,4,6,2,5,8,9,4,8,4,4,1,5,7,2,8,6,1,9,1,2,2,7,8,6,9,4,7
215:2,3,8,4,3,1,2,4,2,4,1,5,2,3,8,4,3,4,6,7,4,8,5,9,3,1,4,5,1,2
216:1,9,9,4,4,9,4,1,8,2,5,1,9,4,7,9,9,3,2,4,8,6,9,4,3,1,1,3,8,5
217:8,3,7,8,2,2,8,2,6,4,8,7,9,7,8,4,6,9,8,7,6,9,3,5,3,4,5,6,2,8
218:3,3,2,2,7,8,2,4,1,9,2,2,3,2,2,4,3,1,9,7,6,4,3,5,4,6,8,6,8,7
219:4,1,1,6,3,9,7,9,2,7,4,2,4,5,5,8,3,6,6,9,5,4,4,5,5,2,1,5,7,6
220:3,6,9,5,3,9,2,1,7,3,8,5,9,9,4,4,3,2,4,6,5,5,6,2,4,1,5,8,7,3
221:2,4,1,8,4,1,3,7,1,7,2,8,8,6,1,9,9,5,9,9,3,6,5,3,6,3,2,2,4,7
222:6,2,7,7,5,2,1,9,5,8,3,9,3,7,8,1,5,4,8,5,8,8,5,8,7,9,3,5,9,1
223:3,3,8,3,5,3,4,9,2,4,5,2,4,1,6,3,6,3,5,4,6,5,2,3,1,3,6,4,5,2
224:7,2,7,9,2,6,2,3,7,1,4,8,7,7,8,1,6,5,4,5,8,3,4,3,7,5,6,2,7,5
225:3,3,6,1,2,9,5,6,5,2,7,2,4,1,7,8,9,3,9,1,9,8,5,8,5,1,7,9,5,6
